en:Golding-Pan_much:0:shuff:6,cs:Golding-Pan_much:0:shuff:5,turned,turn,obrátil,obrátit,pf
en:Golding-Pan_much:0:shuff:10,cs:Golding-Pan_much:0:shuff:9,looked,look,Pohlédl,pohlédnout,pf
en:Golding-Pan_much:0:shuff:11,cs:Golding-Pan_much:0:shuff:10,sitting,sit,seděl,sedět,impf
en:Golding-Pan_much:0:shuff:14,cs:Golding-Pan_much:0:shuff:13,talk,talk,hovořit,hovořit,impf
en:Golding-Pan_much:0:shuff:14,cs:Golding-Pan_much:0:shuff:13,explain,explain,vysvětlit,vysvětlit,pf
en:Golding-Pan_much:0:shuff:17,cs:Golding-Pan_much:0:shuff:16,seen,see,uviděli,uvidět,pf
en:Golding-Pan_much:0:shuff:18,cs:Golding-Pan_much:0:shuff:17,saw,see,Neviděli,vidět,impf
en:Golding-Pan_much:0:shuff:19,cs:Golding-Pan_much:0:shuff:18,tell,tell,povím,povědět,pf
en:Golding-Pan_much:0:shuff:20,cs:Golding-Pan_much:0:shuff:19,hates,hate,nenávidí,nenávidět,impf
en:Golding-Pan_much:0:shuff:31,cs:Golding-Pan_much:0:shuff:28,explained,explain,vysvětloval,vysvětlovat,impf
en:Golding-Pan_much:0:shuff:35,cs:Golding-Pan_much:0:shuff:31,says,say,Říká,říkat,impf
en:Golding-Pan_much:0:shuff:35,cs:Golding-Pan_much:0:shuff:31,came,come,přišla,přijít,pf
en:Golding-Pan_much:0:shuff:36,cs:Golding-Pan_much:0:shuff:32,see,see,vidět,vidět,impf
en:Golding-Pan_much:0:shuff:38,cs:Golding-Pan_much:0:shuff:34,hear,hear,Slyšeli,slyšet,impf
en:Golding-Pan_much:0:shuff:39,cs:Golding-Pan_much:0:shuff:35,Says,say,Povídá,povídat,impf
en:Golding-Pan_much:0:shuff:39,cs:Golding-Pan_much:0:shuff:35,saw,see,viděl,vidět,impf
en:Golding-Pan_much:0:shuff:40,cs:Golding-Pan_much:0:shuff:36,saw,see,viděl,vidět,impf
en:Golding-Pan_much:0:shuff:43,cs:Golding-Pan_much:0:shuff:40,refuse,refuse,odmítne,odmítnout,pf
en:Golding-Pan_much:0:shuff:44,cs:Golding-Pan_much:0:shuff:41,accepted,accept,Přijal,přijmout,pf
en:Golding-Pan_much:0:shuff:49,cs:Golding-Pan_much:0:shuff:46,said,say,Řekli,říci,pf
en:Golding-Pan_much:0:shuff:49,cs:Golding-Pan_much:0:shuff:46,give,give,nedáte,dát,pf
en:Golding-Pan_much:0:shuff:50,cs:Golding-Pan_much:0:shuff:47,says,say,řekne,říci,pf
en:Golding-Pan_much:0:shuff:57,cs:Golding-Pan_much:0:shuff:54,saw,see,vidí,vidět,impf
en:Golding-Pan_much:0:shuff:58,cs:Golding-Pan_much:0:shuff:55,trying,try,snažil,snažit,impf
en:Golding-Pan_much:0:shuff:60,cs:Golding-Pan_much:0:shuff:57,looking,look,dívat,dívat,impf
en:Golding-Pan_much:0:shuff:61,cs:Golding-Pan_much:0:shuff:58,scream,scream,Nevykřikni,vykřiknout,pf
en:Golding-Pan_much:0:shuff:63,cs:Golding-Pan_much:0:shuff:60,seen,see,zahlédl,zahlédnout,pf
en:Golding-Pan_much:0:shuff:66,cs:Golding-Pan_much:0:shuff:63,screamed,scream,vykřikl,vykřiknout,pf
en:Golding-Pan_much:0:shuff:67,cs:Golding-Pan_much:0:shuff:64,do,do,udělat,udělat,pf
en:Golding-Pan_much:0:shuff:67,cs:Golding-Pan_much:0:shuff:64,sleep,sleep,usnuli,usnout,pf
en:Golding-Pan_much:0:shuff:68,cs:Golding-Pan_much:0:shuff:65,approached,approach,blížili,blížit,impf
en:Golding-Pan_much:0:shuff:69,cs:Golding-Pan_much:0:shuff:66,stopped,stop,přestali,přestat,pf
en:Golding-Pan_much:0:shuff:69,cs:Golding-Pan_much:0:shuff:66,leaves,leave,přestali,přestat,pf
en:Golding-Pan_much:0:shuff:72,cs:Golding-Pan_much:0:shuff:69,pushed,push,strčil,strčit,pf
en:Golding-Pan_much:0:shuff:73,cs:Golding-Pan_much:0:shuff:70,throw,throw,vrhat,vrhat,impf
en:Golding-Pan_much:0:shuff:74,cs:Golding-Pan_much:0:shuff:71,spread,spread,Roztáhneme,roztáhnout,pf
en:Golding-Pan_much:0:shuff:75,cs:Golding-Pan_much:0:shuff:72,going,go,postupovat,postupovat,impf
en:Golding-Pan_much:0:shuff:76,cs:Golding-Pan_much:0:shuff:73,find,find,nenajdeme,najít,pf
en:Golding-Pan_much:0:shuff:77,cs:Golding-Pan_much:0:shuff:74,give,give,dávat,dávat,impf
en:Golding-Pan_much:0:shuff:82,cs:Golding-Pan_much:0:shuff:79,started,start,začal,začít,pf
en:Golding-Pan_much:0:shuff:83,cs:Golding-Pan_much:0:shuff:80,stood,stand,měl,mít,impf
en:Golding-Pan_much:0:shuff:83,cs:Golding-Pan_much:0:shuff:80,holding,hold,měl,mít,impf
en:Golding-Pan_much:0:shuff:86,cs:Golding-Pan_much:0:shuff:83,remember,remember,Pamatujete,pamatovat,impf
en:Golding-Pan_much:0:shuff:88,cs:Golding-Pan_much:0:shuff:85,came,come,Přišla,přijít,pf
en:Golding-Pan_much:0:shuff:89,cs:Golding-Pan_much:0:shuff:86,gave,give,dali,dát,pf
en:Golding-Pan_much:0:shuff:92,cs:Golding-Pan_much:0:shuff:88,lifted,lift,zvedl,zvednout,pf
en:Golding-Pan_much:0:shuff:95,cs:Golding-Pan_much:0:shuff:91,looked,look,pohlédl,pohlédnout,pf
en:Golding-Pan_much:0:shuff:97,cs:Golding-Pan_much:0:shuff:93,followed,follow,následovalo,následovat,impf
en:Golding-Pan_much:0:shuff:99,cs:Golding-Pan_much:0:shuff:95,recovered,recover,vzpamatovali,vzpamatovat,pf
en:Golding-Pan_much:0:shuff:101,cs:Golding-Pan_much:0:shuff:97,waiting,wait,čekal,čekat,impf
en:Golding-Pan_much:0:shuff:105,cs:Golding-Pan_much:0:shuff:101,spoke,speak,řekl,říci,pf
en:Golding-Pan_much:0:shuff:107,cs:Golding-Pan_much:0:shuff:103,looked,look,pohlédli,pohlédnout,pf
en:Golding-Pan_much:0:shuff:107,cs:Golding-Pan_much:0:shuff:103,raised,raise,zvedli,zvednout,pf
en:Golding-Pan_much:0:shuff:107,cs:Golding-Pan_much:0:shuff:103,spoke,speak,řekli,říci,pf
en:Golding-Pan_much:0:shuff:109,cs:Golding-Pan_much:0:shuff:105,turned,turn,otočili,otočit,pf
en:Golding-Pan_much:0:shuff:110,cs:Golding-Pan_much:0:shuff:106,found,find,našel,najít,pf
en:Golding-Pan_much:0:shuff:110,cs:Golding-Pan_much:0:shuff:106,shivering,shiver,třásl,třást,impf
en:Golding-Pan_much:0:shuff:110,cs:Golding-Pan_much:0:shuff:106,recognize,recognize,poznali,poznat,pf
en:Golding-Pan_much:0:shuff:111,cs:Golding-Pan_much:0:shuff:107,saw,see,viděl,vidět,impf
en:Golding-Pan_much:0:shuff:112,cs:Golding-Pan_much:0:shuff:108,heard,hear,Slyšeli,slyšet,impf
en:Golding-Pan_much:0:shuff:120,cs:Golding-Pan_much:0:shuff:115,handed,hand,podal,podat,pf
en:Golding-Pan_much:0:shuff:120,cs:Golding-Pan_much:0:shuff:115,waited,wait,vyčkával,vyčkávat,impf
en:Golding-Pan_much:0:shuff:122,cs:Golding-Pan_much:0:shuff:117,lighted,light,zapalovali,zapalovat,impf
en:Golding-Pan_much:0:shuff:123,cs:Golding-Pan_much:0:shuff:118,speaking,speak,řekl,říci,pf
en:Golding-Pan_much:0:shuff:124,cs:Golding-Pan_much:0:shuff:119,want,want,nechcem,chtít,impf
en:Golding-Pan_much:0:shuff:126,cs:Golding-Pan_much:0:shuff:121,admitted,admit,přiznal,přiznat,pf
en:Golding-Pan_much:0:shuff:127,cs:Golding-Pan_much:0:shuff:122,think,think,mít,mít,impf
en:Golding-Pan_much:0:shuff:128,cs:Golding-Pan_much:0:shuff:123,decide,decide,rozhodnout,rozhodnout,pf
en:Golding-Pan_much:0:shuff:128,cs:Golding-Pan_much:0:shuff:123,do,do,dělat,dělat,impf
en:Golding-Pan_much:0:shuff:129,cs:Golding-Pan_much:0:shuff:124,rescued,rescue,zachránit,zachránit,pf
en:Golding-Pan_much:0:shuff:131,cs:Golding-Pan_much:0:shuff:126,wait,wait,čekat,čekat,impf
en:Golding-Pan_much:0:shuff:132,cs:Golding-Pan_much:0:shuff:127,lose,lose,ztratili,ztratit,pf
en:Golding-Pan_much:0:shuff:132,cs:Golding-Pan_much:0:shuff:127,go,go,půjdou,jít,impf
en:Golding-Pan_much:0:shuff:132,cs:Golding-Pan_much:0:shuff:127,take,take,zjistí,zjistit,pf
en:Golding-Pan_much:0:shuff:132,cs:Golding-Pan_much:0:shuff:127,find,find,zjistí,zjistit,pf
en:Golding-Pan_much:0:shuff:136,cs:Golding-Pan_much:0:shuff:131,nodded,nod,přikývl,přikývnout,pf
en:Golding-Pan_much:0:shuff:137,cs:Golding-Pan_much:0:shuff:132,said,say,řekl,říci,pf
en:Golding-Pan_much:0:shuff:137,cs:Golding-Pan_much:0:shuff:132,suppose,suppose,myslím,myslet,impf
en:Golding-Pan_much:0:shuff:140,cs:Golding-Pan_much:0:shuff:135,saw,see,zahlédl,zahlédnout,pf
en:Golding-Pan_much:0:shuff:141,cs:Golding-Pan_much:0:shuff:136,came,come,přešel,přejít,pf
en:Golding-Pan_much:0:shuff:144,cs:Golding-Pan_much:0:shuff:139,surprised,surprise,překvapilo,překvapit,pf
en:Golding-Pan_much:0:shuff:144,cs:Golding-Pan_much:0:shuff:139,breathing,breathe,dýchá,dýchat,impf
en:Golding-Pan_much:0:shuff:152,cs:Golding-Pan_much:0:shuff:147,stirred,stir,pohnul,pohnout,pf
en:Golding-Pan_much:0:shuff:153,cs:Golding-Pan_much:0:shuff:148,Come,come,Pojďte,jít,impf
en:Golding-Pan_much:0:shuff:155,cs:Golding-Pan_much:0:shuff:150,turned,turn,zahnuli,zahnout,pf
en:Golding-Pan_much:0:shuff:158,cs:Golding-Pan_much:0:shuff:153,whispered,whisper,zašeptal,zašeptat,pf
en:Golding-Pan_much:0:shuff:159,cs:Golding-Pan_much:0:shuff:154,creep,creep,polezeme,lézt,impf
en:Golding-Pan_much:0:shuff:161,cs:Golding-Pan_much:0:shuff:156,fell,fall,dopadla,dopadnout,pf
en:Golding-Pan_much:0:shuff:161,cs:Golding-Pan_much:0:shuff:156,appeared,appear,objevil,objevit,pf
en:Golding-Pan_much:0:shuff:162,cs:Golding-Pan_much:0:shuff:157,looked,look,hleděl,hledět,impf
en:Golding-Pan_much:0:shuff:163,cs:Golding-Pan_much:0:shuff:158,spilt,spill,Vylil,vylít,pf
