en:brown-sifra:0:shuff:1,cs:brown-sifra:0:shuff:1,write,write,psal,psát,impf
en:brown-sifra:0:shuff:1,cs:brown-sifra:0:shuff:1,writing,write,psal,psát,impf
en:brown-sifra:0:shuff:6,cs:brown-sifra:0:shuff:6,Grabbing,grab,Popadla,popadnout,pf
en:brown-sifra:0:shuff:6,cs:brown-sifra:0:shuff:6,pulled,pull,přitáhla,přitáhnout,pf
en:brown-sifra:0:shuff:8,cs:brown-sifra:0:shuff:8,ate,eat,jedla,jíst,impf
en:brown-sifra:0:shuff:8,cs:brown-sifra:0:shuff:8,feeling,feel,pociťovat,pociťovat,impf
en:brown-sifra:0:shuff:9,cs:brown-sifra:0:shuff:9,paced,pace,přecházel,přecházet,impf
en:brown-sifra:0:shuff:11,cs:brown-sifra:0:shuff:11,ask,ask,ptá,ptát,impf
en:brown-sifra:0:shuff:12,cs:brown-sifra:0:shuff:12,answer,answer,zodpovědět,zodpovědět,pf
en:brown-sifra:0:shuff:13,cs:brown-sifra:0:shuff:13,turned,turn,Otočil,otočit,pf
en:brown-sifra:0:shuff:13,cs:brown-sifra:0:shuff:13,looked,look,podíval,podívat,pf
en:brown-sifra:0:shuff:15,cs:brown-sifra:0:shuff:15,read,read,čte,číst,impf
en:brown-sifra:0:shuff:17,cs:brown-sifra:0:shuff:17,seen,see,neviděl,vidět,impf
en:brown-sifra:0:shuff:18,cs:brown-sifra:0:shuff:18,Look,look,Podívej,podívat,pf
en:brown-sifra:0:shuff:19,cs:brown-sifra:0:shuff:19,turned,turn,otočil,otočit,pf
en:brown-sifra:0:shuff:24,cs:brown-sifra:0:shuff:24,bring,bring,přineslo,přinést,pf
en:brown-sifra:0:shuff:24,cs:brown-sifra:0:shuff:24,dreamed,dream,snil,snít,impf
en:brown-sifra:0:shuff:25,cs:brown-sifra:0:shuff:25,leading,lead,vedla,vést,impf
en:brown-sifra:0:shuff:26,cs:brown-sifra:0:shuff:26,told,tell,řekl,říci,pf
en:brown-sifra:0:shuff:26,cs:brown-sifra:0:shuff:26,gazing,gaze,díval,dívat,impf
en:brown-sifra:0:shuff:27,cs:brown-sifra:0:shuff:27,dropped,drop,upustí,upustit,pf
