en:Watson-DNA:0:shuff:1,cs:Watson-DNA:0:shuff:1,assured,assure,ujistil,ujistit,pf
en:Watson-DNA:0:shuff:1,cs:Watson-DNA:0:shuff:1,wrote,write,napsal,napsat,pf
en:Watson-DNA:0:shuff:3,cs:Watson-DNA:0:shuff:3,meant,mean,znamenalo,znamenat,impf
en:Watson-DNA:0:shuff:3,cs:Watson-DNA:0:shuff:3,delay,delay,váhat,váhat,impf
en:Watson-DNA:0:shuff:3,cs:Watson-DNA:0:shuff:3,writing,write,napsat,napsat,pf
en:Watson-DNA:0:shuff:4,cs:Watson-DNA:0:shuff:4,decided,decide,Rozhodl,rozhodnout,pf
en:Watson-DNA:0:shuff:4,cs:Watson-DNA:0:shuff:4,admitted,admit,přijat,přijmout,pf
en:Watson-DNA:0:shuff:6,cs:Watson-DNA:0:shuff:6,seemed,seem,Zdálo,zdát,impf
en:Watson-DNA:0:shuff:6,cs:Watson-DNA:0:shuff:6,talk,talk,promluvit,promluvit,pf
en:Watson-DNA:0:shuff:8,cs:Watson-DNA:0:shuff:8,forced,force,nutí,nutit,impf
en:Watson-DNA:0:shuff:8,cs:Watson-DNA:0:shuff:8,allowed,allow,dovolovaly,dovolovat,impf
en:Watson-DNA:0:shuff:11,cs:Watson-DNA:0:shuff:11,entered,enter,vstoupil,vstoupit,pf
en:Watson-DNA:0:shuff:11,cs:Watson-DNA:0:shuff:11,came,come,vstoupil,vstoupit,pf
en:Watson-DNA:0:shuff:11,cs:Watson-DNA:0:shuff:11,realized,realize,uvědomil,uvědomit,pf
en:Watson-DNA:0:shuff:11,cs:Watson-DNA:0:shuff:11,tickled,tickle,nepotěší,potěšit,pf
en:Watson-DNA:0:shuff:11,cs:Watson-DNA:0:shuff:11,kissing,kiss,políbit,políbit,pf
en:Watson-DNA:0:shuff:14,cs:Watson-DNA:0:shuff:14,went,go,šli,jít,impf
en:Watson-DNA:0:shuff:14,cs:Watson-DNA:0:shuff:14,thought,think,přemýšlel,přemýšlet,impf
en:Watson-DNA:0:shuff:15,cs:Watson-DNA:0:shuff:15,fall,fall,usnout,usnout,pf
en:Watson-DNA:0:shuff:15,cs:Watson-DNA:0:shuff:15,given,give,dal,dát,pf
