en:Toole-Spolceni_hlupcu:0:shuff:1,cs:Toole-Spolceni_hlupcu:0:shuff:1,believe,believe,domnívám,domnívat,impf
en:Toole-Spolceni_hlupcu:0:shuff:3,cs:Toole-Spolceni_hlupcu:0:shuff:3,found,find,shledal,shledat,pf
en:Toole-Spolceni_hlupcu:0:shuff:4,cs:Toole-Spolceni_hlupcu:0:shuff:4,painted,paint,namalován,namalovat,pf
en:Toole-Spolceni_hlupcu:0:shuff:5,cs:Toole-Spolceni_hlupcu:0:shuff:5,gives,give,dodává,dodávat,impf
en:Toole-Spolceni_hlupcu:0:shuff:5,cs:Toole-Spolceni_hlupcu:0:shuff:5,added,add,dodává,dodávat,impf
en:Toole-Spolceni_hlupcu:0:shuff:5,cs:Toole-Spolceni_hlupcu:0:shuff:5,elicited,elicit,nevyvolal,vyvolat,pf
en:Toole-Spolceni_hlupcu:0:shuff:6,cs:Toole-Spolceni_hlupcu:0:shuff:6,dialed,dial,vytočila,vytočit,pf
en:Toole-Spolceni_hlupcu:0:shuff:7,cs:Toole-Spolceni_hlupcu:0:shuff:7,said,say,řekla,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:9,cs:Toole-Spolceni_hlupcu:0:shuff:9,whispered,whisper,zašeptala,zašeptat,pf
en:Toole-Spolceni_hlupcu:0:shuff:10,cs:Toole-Spolceni_hlupcu:0:shuff:10,talk,talk,mluvit,mluvit,impf
en:Toole-Spolceni_hlupcu:0:shuff:14,cs:Toole-Spolceni_hlupcu:0:shuff:13,watch,watch,hlídala,hlídat,impf
en:Toole-Spolceni_hlupcu:0:shuff:19,cs:Toole-Spolceni_hlupcu:0:shuff:17,make,make,vydělat,vydělat,pf
en:Toole-Spolceni_hlupcu:0:shuff:20,cs:Toole-Spolceni_hlupcu:0:shuff:18,tell,tell,poznáš,poznat,pf
en:Toole-Spolceni_hlupcu:0:shuff:28,cs:Toole-Spolceni_hlupcu:0:shuff:26,shown,show,ukázal,ukázat,pf
en:Toole-Spolceni_hlupcu:0:shuff:30,cs:Toole-Spolceni_hlupcu:0:shuff:28,sitting,sit,seděla,sedět,impf
en:Toole-Spolceni_hlupcu:0:shuff:32,cs:Toole-Spolceni_hlupcu:0:shuff:30,hanging,hang,visela,viset,impf
en:Toole-Spolceni_hlupcu:0:shuff:34,cs:Toole-Spolceni_hlupcu:0:shuff:32,said,say,řekla,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:34,cs:Toole-Spolceni_hlupcu:0:shuff:32,grabbing,grab,popadla,popadnout,pf
en:Toole-Spolceni_hlupcu:0:shuff:35,cs:Toole-Spolceni_hlupcu:0:shuff:33,say,say,říct,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:41,cs:Toole-Spolceni_hlupcu:0:shuff:39,think,think,Myslím,myslet,impf
en:Toole-Spolceni_hlupcu:0:shuff:42,cs:Toole-Spolceni_hlupcu:0:shuff:40,analyzed,analyze,analyzovala,analyzovat,impf
en:Toole-Spolceni_hlupcu:0:shuff:43,cs:Toole-Spolceni_hlupcu:0:shuff:41,led,lead,přivedly,přivést,pf
en:Toole-Spolceni_hlupcu:0:shuff:44,cs:Toole-Spolceni_hlupcu:0:shuff:42,said,say,řekl,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:46,cs:Toole-Spolceni_hlupcu:0:shuff:44,see,see,podívat,podívat,pf
en:Toole-Spolceni_hlupcu:0:shuff:46,cs:Toole-Spolceni_hlupcu:0:shuff:44,said,say,řekl,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:48,cs:Toole-Spolceni_hlupcu:0:shuff:46,saw,see,Viděla,vidět,impf
en:Toole-Spolceni_hlupcu:0:shuff:50,cs:Toole-Spolceni_hlupcu:0:shuff:48,remember,remember,Pamatuju,pamatovat,impf
en:Toole-Spolceni_hlupcu:0:shuff:50,cs:Toole-Spolceni_hlupcu:0:shuff:48,gave,give,dala,dát,pf
en:Toole-Spolceni_hlupcu:0:shuff:54,cs:Toole-Spolceni_hlupcu:0:shuff:52,Make,make,dělej,dělat,impf
en:Toole-Spolceni_hlupcu:0:shuff:55,cs:Toole-Spolceni_hlupcu:0:shuff:53,tell,tell,neříkej,říkat,impf
en:Toole-Spolceni_hlupcu:0:shuff:55,cs:Toole-Spolceni_hlupcu:0:shuff:53,do,do,udělal,udělat,pf
en:Toole-Spolceni_hlupcu:0:shuff:55,cs:Toole-Spolceni_hlupcu:0:shuff:53,did,do,udělal,udělat,pf
en:Toole-Spolceni_hlupcu:0:shuff:61,cs:Toole-Spolceni_hlupcu:0:shuff:58,explained,explain,vysvětlil,vysvětlit,pf
en:Toole-Spolceni_hlupcu:0:shuff:67,cs:Toole-Spolceni_hlupcu:0:shuff:64,Shut,shut,Zavři,zavřít,pf
en:Toole-Spolceni_hlupcu:0:shuff:67,cs:Toole-Spolceni_hlupcu:0:shuff:64,shouted,shout,vykřikla,vykřiknout,pf
en:Toole-Spolceni_hlupcu:0:shuff:68,cs:Toole-Spolceni_hlupcu:0:shuff:65,want,want,Chceš,chtít,impf
en:Toole-Spolceni_hlupcu:0:shuff:69,cs:Toole-Spolceni_hlupcu:0:shuff:66,come,come,přijdete,přijít,pf
en:Toole-Spolceni_hlupcu:0:shuff:77,cs:Toole-Spolceni_hlupcu:0:shuff:74,thrown,throw,Zahodil,zahodit,pf
en:Toole-Spolceni_hlupcu:0:shuff:83,cs:Toole-Spolceni_hlupcu:0:shuff:80,Listen,listen,Poslyš,slyšet,impf
en:Toole-Spolceni_hlupcu:0:shuff:83,cs:Toole-Spolceni_hlupcu:0:shuff:80,save,save,zachraňoval,zachraňovat,impf
en:Toole-Spolceni_hlupcu:0:shuff:84,cs:Toole-Spolceni_hlupcu:0:shuff:81,did,do,nešel,jít,impf
en:Toole-Spolceni_hlupcu:0:shuff:84,cs:Toole-Spolceni_hlupcu:0:shuff:81,go,go,nešel,jít,impf
en:Toole-Spolceni_hlupcu:0:shuff:85,cs:Toole-Spolceni_hlupcu:0:shuff:82,asked,ask,žádala,žádat,impf
en:Toole-Spolceni_hlupcu:0:shuff:86,cs:Toole-Spolceni_hlupcu:0:shuff:83,loved,love,milovala,milovat,impf
en:Toole-Spolceni_hlupcu:0:shuff:87,cs:Toole-Spolceni_hlupcu:0:shuff:84,waiting,wait,vyčkával,vyčkávat,impf
en:Toole-Spolceni_hlupcu:0:shuff:89,cs:Toole-Spolceni_hlupcu:0:shuff:86,thought,think,soudil,soudit,impf
en:Toole-Spolceni_hlupcu:0:shuff:89,cs:Toole-Spolceni_hlupcu:0:shuff:86,going,go,odjede,odjet,pf
en:Toole-Spolceni_hlupcu:0:shuff:89,cs:Toole-Spolceni_hlupcu:0:shuff:86,left,leave,odjede,odjet,pf
en:Toole-Spolceni_hlupcu:0:shuff:92,cs:Toole-Spolceni_hlupcu:0:shuff:88,sat,sit,Seděl,sedět,impf
en:Toole-Spolceni_hlupcu:0:shuff:93,cs:Toole-Spolceni_hlupcu:0:shuff:89,keep,keep,uchovaly,uchovat,pf
en:Toole-Spolceni_hlupcu:0:shuff:94,cs:Toole-Spolceni_hlupcu:0:shuff:90,talking,talk,Mluvíte,mluvit,impf
en:Toole-Spolceni_hlupcu:0:shuff:94,cs:Toole-Spolceni_hlupcu:0:shuff:90,asked,ask,zeptal,zeptat,pf
en:Toole-Spolceni_hlupcu:0:shuff:95,cs:Toole-Spolceni_hlupcu:0:shuff:91,survive,survive,přežili,přežít,pf
en:Toole-Spolceni_hlupcu:0:shuff:97,cs:Toole-Spolceni_hlupcu:0:shuff:93,going,go,Začnu,začít,pf
en:Toole-Spolceni_hlupcu:0:shuff:97,cs:Toole-Spolceni_hlupcu:0:shuff:93,scream,scream,křičet,křičet,impf
en:Toole-Spolceni_hlupcu:0:shuff:100,cs:Toole-Spolceni_hlupcu:0:shuff:96,said,say,říct,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:103,cs:Toole-Spolceni_hlupcu:0:shuff:99,pleased,please,potěšen,potěšit,pf
en:Toole-Spolceni_hlupcu:0:shuff:109,cs:Toole-Spolceni_hlupcu:0:shuff:105,looked,look,nahlédl,nahlédnout,pf
en:Toole-Spolceni_hlupcu:0:shuff:116,cs:Toole-Spolceni_hlupcu:0:shuff:112,replied,reply,odpověděl,odpovědět,pf
en:Toole-Spolceni_hlupcu:0:shuff:117,cs:Toole-Spolceni_hlupcu:0:shuff:113,Open,open,otevřete,otevřít,pf
en:Toole-Spolceni_hlupcu:0:shuff:118,cs:Toole-Spolceni_hlupcu:0:shuff:114,dare,dare,troufáte,troufat,impf
en:Toole-Spolceni_hlupcu:0:shuff:120,cs:Toole-Spolceni_hlupcu:0:shuff:116,heard,hear,uslyšel,uslyšet,pf
en:Toole-Spolceni_hlupcu:0:shuff:120,cs:Toole-Spolceni_hlupcu:0:shuff:116,slam,slam,práskly,prásknout,pf
en:Toole-Spolceni_hlupcu:0:shuff:121,cs:Toole-Spolceni_hlupcu:0:shuff:117,put,put,řekla,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:121,cs:Toole-Spolceni_hlupcu:0:shuff:117,said,say,řekla,říci,pf
en:Toole-Spolceni_hlupcu:0:shuff:129,cs:Toole-Spolceni_hlupcu:0:shuff:124,needs,need,potřebuje,potřebovat,impf
