en:styblova-skalpel_pros:0:shuff:3,cs:styblova-skalpel_pros:0:shuff:2,do,do,šli,jít,impf
en:styblova-skalpel_pros:0:shuff:3,cs:styblova-skalpel_pros:0:shuff:2,come,come,šli,jít,impf
en:styblova-skalpel_pros:0:shuff:5,cs:styblova-skalpel_pros:0:shuff:5,wearing,wear,měl,mít,impf
en:styblova-skalpel_pros:0:shuff:6,cs:styblova-skalpel_pros:0:shuff:6,laughed,laugh,zasmál,zasmát,pf
en:styblova-skalpel_pros:0:shuff:11,cs:styblova-skalpel_pros:0:shuff:11,played,play,hráli,hrát,impf
en:styblova-skalpel_pros:0:shuff:14,cs:styblova-skalpel_pros:0:shuff:17,Operating,operate,Operovat,operovat,impf
en:styblova-skalpel_pros:0:shuff:16,cs:styblova-skalpel_pros:0:shuff:20,do,do,Udělají,udělat,pf
en:styblova-skalpel_pros:0:shuff:17,cs:styblova-skalpel_pros:0:shuff:21,see,see,Podívám,podívat,pf
en:styblova-skalpel_pros:0:shuff:17,cs:styblova-skalpel_pros:0:shuff:21,compare,compare,porovnáme,porovnat,pf
en:styblova-skalpel_pros:0:shuff:17,cs:styblova-skalpel_pros:0:shuff:21,see,see,uvidíme,uvidět,pf
en:styblova-skalpel_pros:0:shuff:20,cs:styblova-skalpel_pros:0:shuff:24,gone,go,jela,jet,impf
en:styblova-skalpel_pros:0:shuff:20,cs:styblova-skalpel_pros:0:shuff:24,done,do,udělala,udělat,pf
en:styblova-skalpel_pros:0:shuff:21,cs:styblova-skalpel_pros:0:shuff:25,wanted,want,chceme,chtít,impf
en:styblova-skalpel_pros:0:shuff:25,cs:styblova-skalpel_pros:0:shuff:28,confirms,confirm,potvrdí,potvrdit,pf
en:styblova-skalpel_pros:0:shuff:26,cs:styblova-skalpel_pros:0:shuff:29,given,give,Dal,dát,pf
en:styblova-skalpel_pros:0:shuff:26,cs:styblova-skalpel_pros:0:shuff:29,see,see,vidět,vidět,impf
en:styblova-skalpel_pros:0:shuff:32,cs:styblova-skalpel_pros:0:shuff:34,did,do,dělal,dělat,impf
en:styblova-skalpel_pros:0:shuff:32,cs:styblova-skalpel_pros:0:shuff:34,done,do,dělal,dělat,impf
en:styblova-skalpel_pros:0:shuff:33,cs:styblova-skalpel_pros:0:shuff:35,found,find,Našel,najít,pf
en:styblova-skalpel_pros:0:shuff:34,cs:styblova-skalpel_pros:0:shuff:36,did,do,udělám,udělat,pf
en:styblova-skalpel_pros:0:shuff:34,cs:styblova-skalpel_pros:0:shuff:36,do,do,udělám,udělat,pf
en:styblova-skalpel_pros:0:shuff:35,cs:styblova-skalpel_pros:0:shuff:37,gave,give,dala,dát,pf
en:styblova-skalpel_pros:0:shuff:36,cs:styblova-skalpel_pros:0:shuff:38,handed,hand,Předal,předat,pf
en:styblova-skalpel_pros:0:shuff:36,cs:styblova-skalpel_pros:0:shuff:38,hold,hold,přidržet,přidržet,pf
