en:Topol-KockaNaKolejich:0:shuff:1,cs:Topol-KockaNaKolejich:0:shuff:1,drink,drink,pít,pít,impf
en:Topol-KockaNaKolejich:0:shuff:14,cs:Topol-KockaNaKolejich:0:shuff:17,listens,listen,poslouchá,poslouchat,impf
en:Topol-KockaNaKolejich:0:shuff:15,cs:Topol-KockaNaKolejich:0:shuff:18,Lock,lock,zamk,zamknout,pf
en:Topol-KockaNaKolejich:0:shuff:16,cs:Topol-KockaNaKolejich:0:shuff:19,jerk,jerk,vytrhnout,vytrhnout,pf
en:Topol-KockaNaKolejich:0:shuff:16,cs:Topol-KockaNaKolejich:0:shuff:19,twists,twist,vytrhnout,vytrhnout,pf
en:Topol-KockaNaKolejich:0:shuff:37,cs:Topol-KockaNaKolejich:0:shuff:46,want,want,chceš,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:40,cs:Topol-KockaNaKolejich:0:shuff:49,run,run,utéct,utéci,pf
en:Topol-KockaNaKolejich:0:shuff:43,cs:Topol-KockaNaKolejich:0:shuff:52,love,love,miluju,milovat,impf
en:Topol-KockaNaKolejich:0:shuff:47,cs:Topol-KockaNaKolejich:0:shuff:57,count,count,platilo,platit,impf
en:Topol-KockaNaKolejich:0:shuff:48,cs:Topol-KockaNaKolejich:0:shuff:58,take,take,vzít,vzít,pf
en:Topol-KockaNaKolejich:0:shuff:49,cs:Topol-KockaNaKolejich:0:shuff:59,die,die,neumírá,umírat,impf
en:Topol-KockaNaKolejich:0:shuff:49,cs:Topol-KockaNaKolejich:0:shuff:59,creates,create,stvoří,stvořit,pf
en:Topol-KockaNaKolejich:0:shuff:50,cs:Topol-KockaNaKolejich:0:shuff:60,spoil,spoil,zkazit,zkazit,pf
en:Topol-KockaNaKolejich:0:shuff:60,cs:Topol-KockaNaKolejich:0:shuff:72,Makes,make,Udělá,udělat,pf
en:Topol-KockaNaKolejich:0:shuff:63,cs:Topol-KockaNaKolejich:0:shuff:75,stretches,stretch,Natáhne,natáhnout,pf
en:Topol-KockaNaKolejich:0:shuff:84,cs:Topol-KockaNaKolejich:0:shuff:99,say,say,Neřeknu,říci,pf
en:Topol-KockaNaKolejich:0:shuff:109,cs:Topol-KockaNaKolejich:0:shuff:132,described,describe,popsala,popsat,pf
en:Topol-KockaNaKolejich:0:shuff:122,cs:Topol-KockaNaKolejich:0:shuff:150,kisses,kiss,políbí,políbit,pf
en:Topol-KockaNaKolejich:0:shuff:123,cs:Topol-KockaNaKolejich:0:shuff:151,skip,skip,přeskakovat,přeskakovat,impf
en:Topol-KockaNaKolejich:0:shuff:125,cs:Topol-KockaNaKolejich:0:shuff:153,skip,skip,přeskočíš,přeskočit,pf
en:Topol-KockaNaKolejich:0:shuff:132,cs:Topol-KockaNaKolejich:0:shuff:162,see,see,vidíš,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:139,cs:Topol-KockaNaKolejich:0:shuff:172,scream,scream,nekřičela,křičet,impf
en:Topol-KockaNaKolejich:0:shuff:145,cs:Topol-KockaNaKolejich:0:shuff:180,notice,notice,Zpozoruje,zpozorovat,pf
en:Topol-KockaNaKolejich:0:shuff:147,cs:Topol-KockaNaKolejich:0:shuff:182,speaking,speak,říct,říci,pf
en:Topol-KockaNaKolejich:0:shuff:147,cs:Topol-KockaNaKolejich:0:shuff:182,say,say,říct,říci,pf
en:Topol-KockaNaKolejich:0:shuff:157,cs:Topol-KockaNaKolejich:0:shuff:196,running,run,utíkal,utíkat,impf
en:Topol-KockaNaKolejich:0:shuff:168,cs:Topol-KockaNaKolejich:0:shuff:208,suppose,suppose,myslím,myslet,impf
en:Topol-KockaNaKolejich:0:shuff:168,cs:Topol-KockaNaKolejich:0:shuff:208,love,love,miluju,milovat,impf
en:Topol-KockaNaKolejich:0:shuff:169,cs:Topol-KockaNaKolejich:0:shuff:209,gone,go,nevystačí,vystačit,pf
en:Topol-KockaNaKolejich:0:shuff:170,cs:Topol-KockaNaKolejich:0:shuff:210,sleep,sleep,spát,spát,impf
en:Topol-KockaNaKolejich:0:shuff:176,cs:Topol-KockaNaKolejich:0:shuff:218,move,move,nepohne,pohnout,pf
en:Topol-KockaNaKolejich:0:shuff:179,cs:Topol-KockaNaKolejich:0:shuff:223,seen,see,Viděls,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:188,cs:Topol-KockaNaKolejich:0:shuff:235,took,take,Vzal,vzít,pf
en:Topol-KockaNaKolejich:0:shuff:197,cs:Topol-KockaNaKolejich:0:shuff:245,Sits,sit,Sedne,sednout,pf
en:Topol-KockaNaKolejich:0:shuff:203,cs:Topol-KockaNaKolejich:0:shuff:253,kill,kill,Zabil,zabít,pf
en:Topol-KockaNaKolejich:0:shuff:204,cs:Topol-KockaNaKolejich:0:shuff:254,taking,take,vyndá,vyndat,pf
en:Topol-KockaNaKolejich:0:shuff:212,cs:Topol-KockaNaKolejich:0:shuff:264,Hurt,hurt,Bolí,bolet,impf
en:Topol-KockaNaKolejich:0:shuff:236,cs:Topol-KockaNaKolejich:0:shuff:282,stroking,stroke,hladí,hladit,impf
en:Topol-KockaNaKolejich:0:shuff:241,cs:Topol-KockaNaKolejich:0:shuff:288,choose,choose,chci,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:241,cs:Topol-KockaNaKolejich:0:shuff:288,take,take,nosit,nosit,impf
en:Topol-KockaNaKolejich:0:shuff:241,cs:Topol-KockaNaKolejich:0:shuff:288,take,take,nosit,nosit,impf
en:Topol-KockaNaKolejich:0:shuff:243,cs:Topol-KockaNaKolejich:0:shuff:291,bringing,bring,přivedla,přivést,pf
en:Topol-KockaNaKolejich:0:shuff:256,cs:Topol-KockaNaKolejich:0:shuff:306,expect,expect,myslíte,myslet,impf
en:Topol-KockaNaKolejich:0:shuff:256,cs:Topol-KockaNaKolejich:0:shuff:306,washing,wash,prát,prát,impf
en:Topol-KockaNaKolejich:0:shuff:272,cs:Topol-KockaNaKolejich:0:shuff:326,dragged,drag,tahala,tahat,impf
en:Topol-KockaNaKolejich:0:shuff:278,cs:Topol-KockaNaKolejich:0:shuff:334,want,want,nechceš,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:278,cs:Topol-KockaNaKolejich:0:shuff:334,walk,walk,procházet,procházet,impf
en:Topol-KockaNaKolejich:0:shuff:292,cs:Topol-KockaNaKolejich:0:shuff:351,Sits,sit,Sedne,sednout,pf
en:Topol-KockaNaKolejich:0:shuff:301,cs:Topol-KockaNaKolejich:0:shuff:362,kill,kill,nezabil,zabít,pf
en:Topol-KockaNaKolejich:0:shuff:301,cs:Topol-KockaNaKolejich:0:shuff:362,kill,kill,nezabil,zabít,pf
en:Topol-KockaNaKolejich:0:shuff:301,cs:Topol-KockaNaKolejich:0:shuff:362,kill,kill,zabít,zabít,pf
en:Topol-KockaNaKolejich:0:shuff:301,cs:Topol-KockaNaKolejich:0:shuff:362,kill,kill,zabít,zabít,pf
en:Topol-KockaNaKolejich:0:shuff:304,cs:Topol-KockaNaKolejich:0:shuff:366,told,tell,řek,říci,pf
en:Topol-KockaNaKolejich:0:shuff:304,cs:Topol-KockaNaKolejich:0:shuff:366,seen,see,viděl,vidět,impf
en:Topol-KockaNaKolejich:0:shuff:308,cs:Topol-KockaNaKolejich:0:shuff:371,carry,carry,máš,mít,impf
en:Topol-KockaNaKolejich:0:shuff:308,cs:Topol-KockaNaKolejich:0:shuff:371,carry,carry,nosej,nosit,impf
en:Topol-KockaNaKolejich:0:shuff:311,cs:Topol-KockaNaKolejich:0:shuff:375,mean,mean,Chci,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:315,cs:Topol-KockaNaKolejich:0:shuff:380,sticking,stick,vrazíš,vrazit,pf
en:Topol-KockaNaKolejich:0:shuff:320,cs:Topol-KockaNaKolejich:0:shuff:387,Takes,take,Vezme,vzít,pf
en:Topol-KockaNaKolejich:0:shuff:326,cs:Topol-KockaNaKolejich:0:shuff:394,get,get,přijdou,přijít,pf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,laugh,laugh,směješ,smát,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,cry,cry,pláčeš,plakat,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,cry,cry,pláčeš,plakat,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,do,do,děláš,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,do,do,děláš,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,cry,cry,pláčeš,plakat,impf
en:Topol-KockaNaKolejich:0:shuff:332,cs:Topol-KockaNaKolejich:0:shuff:400,cry,cry,pláčeš,plakat,impf
en:Topol-KockaNaKolejich:0:shuff:334,cs:Topol-KockaNaKolejich:0:shuff:402,cry,cry,nepláču,plakat,impf
en:Topol-KockaNaKolejich:0:shuff:343,cs:Topol-KockaNaKolejich:0:shuff:413,make,make,udělal,udělat,pf
en:Topol-KockaNaKolejich:0:shuff:351,cs:Topol-KockaNaKolejich:0:shuff:423,showing,show,předváděl,předvádět,impf
en:Topol-KockaNaKolejich:0:shuff:353,cs:Topol-KockaNaKolejich:0:shuff:425,Showing,show,předváděl,předvádět,impf
en:Topol-KockaNaKolejich:0:shuff:356,cs:Topol-KockaNaKolejich:0:shuff:428,Paints,paint,Maluje,malovat,impf
en:Topol-KockaNaKolejich:0:shuff:357,cs:Topol-KockaNaKolejich:0:shuff:429,doing,do,děláš,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:360,cs:Topol-KockaNaKolejich:0:shuff:435,made,make,Udělala,udělat,pf
en:Topol-KockaNaKolejich:0:shuff:364,cs:Topol-KockaNaKolejich:0:shuff:440,kicking,kick,kope,kopat,impf
en:Topol-KockaNaKolejich:0:shuff:366,cs:Topol-KockaNaKolejich:0:shuff:442,hanged,hang,viset,viset,impf
en:Topol-KockaNaKolejich:0:shuff:371,cs:Topol-KockaNaKolejich:0:shuff:448,deserve,deserve,nezasloužíš,zasloužit,pf
en:Topol-KockaNaKolejich:0:shuff:399,cs:Topol-KockaNaKolejich:0:shuff:481,wearing,wear,má,mít,impf
en:Topol-KockaNaKolejich:0:shuff:400,cs:Topol-KockaNaKolejich:0:shuff:482,stops,stop,Zarazí,zarazit,pf
en:Topol-KockaNaKolejich:0:shuff:413,cs:Topol-KockaNaKolejich:0:shuff:495,do,do,vzal,vzít,pf
en:Topol-KockaNaKolejich:0:shuff:416,cs:Topol-KockaNaKolejich:0:shuff:500,grabs,grab,Chytí,chytit,pf
en:Topol-KockaNaKolejich:0:shuff:442,cs:Topol-KockaNaKolejich:0:shuff:534,work,work,nešlo,jít,impf
en:Topol-KockaNaKolejich:0:shuff:445,cs:Topol-KockaNaKolejich:0:shuff:538,sing,sing,zpívat,zpívat,impf
en:Topol-KockaNaKolejich:0:shuff:455,cs:Topol-KockaNaKolejich:0:shuff:550,Goes,go,Odejde,odejít,pf
en:Topol-KockaNaKolejich:0:shuff:456,cs:Topol-KockaNaKolejich:0:shuff:551,watching,watch,dívá,dívat,impf
en:Topol-KockaNaKolejich:0:shuff:462,cs:Topol-KockaNaKolejich:0:shuff:559,Let,let,nechme,nechat,pf
en:Topol-KockaNaKolejich:0:shuff:462,cs:Topol-KockaNaKolejich:0:shuff:559,drop,drop,nechme,nechat,pf
en:Topol-KockaNaKolejich:0:shuff:468,cs:Topol-KockaNaKolejich:0:shuff:566,Goes,go,Jde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:471,cs:Topol-KockaNaKolejich:0:shuff:570,chased,chase,honí,honit,impf
en:Topol-KockaNaKolejich:0:shuff:476,cs:Topol-KockaNaKolejich:0:shuff:577,wanting,want,chtěl,chtít,impf
en:Topol-KockaNaKolejich:0:shuff:480,cs:Topol-KockaNaKolejich:0:shuff:582,making,make,dělal,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:488,cs:Topol-KockaNaKolejich:0:shuff:592,do,do,dělat,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:495,cs:Topol-KockaNaKolejich:0:shuff:602,running,run,Běží,běžet,impf
en:Topol-KockaNaKolejich:0:shuff:496,cs:Topol-KockaNaKolejich:0:shuff:603,holding,hold,drží,držet,impf
en:Topol-KockaNaKolejich:0:shuff:496,cs:Topol-KockaNaKolejich:0:shuff:603,did,do,dělala,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:496,cs:Topol-KockaNaKolejich:0:shuff:603,do,do,dělala,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:502,cs:Topol-KockaNaKolejich:0:shuff:611,carrying,carry,nese,nést,impf
en:Topol-KockaNaKolejich:0:shuff:503,cs:Topol-KockaNaKolejich:0:shuff:612,do,do,nedělá,dělat,impf
en:Topol-KockaNaKolejich:0:shuff:509,cs:Topol-KockaNaKolejich:0:shuff:619,arise,arise,vyvstanou,vyvstat,pf
en:Topol-KockaNaKolejich:0:shuff:511,cs:Topol-KockaNaKolejich:0:shuff:621,let,let,nechal,nechat,pf
en:Topol-KockaNaKolejich:0:shuff:511,cs:Topol-KockaNaKolejich:0:shuff:621,left,leave,nechal,nechat,pf
en:Topol-KockaNaKolejich:0:shuff:515,cs:Topol-KockaNaKolejich:0:shuff:627,sent,send,poslat,poslat,pf
en:Topol-KockaNaKolejich:0:shuff:547,cs:Topol-KockaNaKolejich:0:shuff:669,works,work,nejde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:572,cs:Topol-KockaNaKolejich:0:shuff:680,embracing,embrace,obejme,obejmout,pf
en:Topol-KockaNaKolejich:0:shuff:572,cs:Topol-KockaNaKolejich:0:shuff:680,does,do,jde,jít,impf
en:Topol-KockaNaKolejich:0:shuff:582,cs:Topol-KockaNaKolejich:0:shuff:693,Do,do,udělej,udělat,pf
en:Topol-KockaNaKolejich:0:shuff:587,cs:Topol-KockaNaKolejich:0:shuff:699,enjoys,enjoy,těší,těšit,impf
en:Topol-KockaNaKolejich:0:shuff:588,cs:Topol-KockaNaKolejich:0:shuff:700,Say,say,Pověz,povědět,pf
en:Topol-KockaNaKolejich:0:shuff:589,cs:Topol-KockaNaKolejich:0:shuff:701,Tell,tell,Řekni,říci,pf
en:Topol-KockaNaKolejich:0:shuff:590,cs:Topol-KockaNaKolejich:0:shuff:702,rises,rise,zvedne,zvednout,pf
en:Topol-KockaNaKolejich:0:shuff:590,cs:Topol-KockaNaKolejich:0:shuff:702,reaches,reach,sáhne,sáhnout,pf
